Date,BIL,BTAL,IAU,LQD,SPY,SQQQ,TLT,TQQQ,USMV,UUP
2011-11-29,74.7265853881836,20.70121383666992,33.459999084472656,66.9564208984375,93.17371368408205,2764590.75,81.23131561279297,0.3133835196495056,19.364154815673828,18.58766365051269
2011-11-30,74.74288940429688,19.908620834350582,34.119998931884766,67.26021575927734,97.00775909423828,2466020.75,79.96283721923828,0.3477790653705597,19.86850929260254,18.428936004638672
2011-12-01,74.7265853881836,19.823394775390625,34.040000915527344,67.41635131835938,96.99224853515624,2406055.75,79.56161499023438,0.35523521900177,20.02134323120117,18.420583724975582
2011-12-02,74.74288940429688,19.63589859008789,34.060001373291016,67.98951721191406,96.9068832397461,2424794.5,80.67684173583984,0.3518550097942352,19.96021270751953,18.479061126708984
2011-12-05,74.74288940429688,19.47397422790528,33.560001373291016,68.4956283569336,97.96239471435548,2347341.75,80.51366424560547,0.363385945558548,19.921995162963867,18.479061126708984
2011-12-06,74.75920867919922,19.610334396362305,33.7400016784668,68.12977600097656,97.99344635009766,2364831.0,79.74522399902344,0.3606031239032745,20.09012031555176,18.462352752685547
2011-12-07,74.74288940429688,19.610334396362305,33.959999084472656,68.5566177368164,98.35821533203124,2366080.0,80.03083801269531,0.3611499667167663,20.09012031555176,18.437292098999023
2011-12-08,74.74288940429688,19.942710876464844,33.29999923706055,68.32491302490234,96.20059204101562,2482261.0,81.03043365478516,0.3427593410015106,20.227670669555664,18.537540435791016
2011-12-09,74.7265853881836,20.01089096069336,33.36000061035156,68.06267547607422,97.8304672241211,2364831.0,79.3644027709961,0.3590123057365417,20.10540008544922,18.479061126708984
2011-12-12,74.7265853881836,20.01089096069336,32.5,68.06881713867188,96.40240478515624,2438537.25,80.24845886230469,0.3472321629524231,19.82265853881836,18.67120361328125
2011-12-13,74.7265853881836,20.41144752502441,31.799999237060547,68.30050659179688,95.5020980834961,2523485.25,80.9964599609375,0.3355027735233307,19.77680969238281,18.8549919128418
2011-12-14,74.74288940429688,20.80348777770996,30.63999938964844,68.41635131835938,94.4853286743164,2639666.25,82.52645874023438,0.3198948800563812,19.708038330078125,18.89676094055176
2011-12-15,74.7265853881836,20.75235176086425,30.559999465942383,68.5261001586914,94.82685089111328,2663401.25,82.22047424316406,0.3174097836017608,19.79209327697754,18.84663772583008
2011-12-16,74.74288940429688,21.17848014831543,31.13999938964844,68.9102783203125,94.96746063232422,2627173.75,83.17926788330078,0.3213864862918854,19.79973602294922,18.78816032409668
2011-12-19,74.74288940429688,20.922801971435547,31.07999992370605,69.1541976928711,93.95208740234376,2695882.0,84.23334503173828,0.3124893009662628,19.79973602294922,18.8549919128418
2011-12-20,74.74288940429688,20.81612014770508,31.5,69.10542297363281,96.79508972167967,2461023.0,82.13211059570312,0.3402237594127655,19.79973602294922,18.696264266967773
2011-12-21,74.74288940429688,20.81612014770508,31.5,68.81269073486328,96.98252868652344,2559714.5,80.9896469116211,0.3260587453842163,20.212390899658203,18.696264266967773
2011-12-22,74.74288940429688,20.5472412109375,31.280000686645508,69.1724624633789,97.84168243408205,2499750.0,81.32962799072266,0.3340111374855041,20.279844284057617,18.696264266967773
2011-12-23,74.74288940429688,20.5472412109375,31.34000015258789,68.95903015136719,98.71646118164062,2433540.0,80.42522430419922,0.342660129070282,20.440784454345703,18.70461654663086
2011-12-27,74.7265853881836,19.64521217346192,31.059999465942383,69.22091674804688,98.79458618164062,2414801.25,80.8072509765625,0.3452940285205841,20.57107734680176,18.66284942626953
2011-12-28,74.72982025146484,19.64521217346192,30.299999237060547,69.34939575195312,97.498046875,2492254.25,82.30125427246094,0.3342096209526062,20.41778945922852,18.838281631469727
2011-12-29,74.72982025146484,19.64521217346192,30.13999938964844,69.31277465820312,98.50558471679688,2441034.75,82.4513931274414,0.3407209813594818,20.502098083496094,18.80486869812012
2011-12-30,74.72982025146484,20.564586639404297,30.459999084472656,69.6064224243164,98.0213394165039,2459773.75,82.71746063232422,0.3379381597042084,20.479103088378903,18.77145195007324
2012-01-03,74.71355438232422,20.564586639404297,31.280000686645508,69.55136108398438,99.58341217041016,2322356.5,81.47583770751953,0.3571734130382538,20.471445083618164,18.61272430419922
2012-01-04,74.71355438232422,20.564586639404297,31.440000534057617,69.6064224243164,99.73961639404295,2291125.0,80.50715637207031,0.3614476919174194,20.387130737304688,18.71297073364257
2012-01-05,74.71355438232422,20.564586639404297,31.6200008392334,69.30662536621094,100.00519561767578,2232410.25,80.36386108398438,0.370344877243042,20.387130737304688,18.91346740722656
2012-01-06,74.71355438232422,19.88806915283203,31.520000457763672,69.57583618164062,99.7474594116211,2209924.0,80.99827575683594,0.3741716742515564,20.456111907958984,18.980302810668945
2012-01-09,74.72982025146484,19.84469985961914,31.39999961853028,69.47183227539062,99.98958587646484,2229912.0,80.85501861572266,0.3710405826568603,20.448450088500977,18.91346740722656
2012-01-10,74.72982025146484,19.47174453735352,31.84000015258789,69.66763305664062,100.85650634765624,2183689.5,80.71855163574219,0.3786455690860748,20.563419342041016,18.89676094055176
2012-01-11,74.71355438232422,19.45439910888672,32.02000045776367,69.65534973144531,100.91117095947266,2169947.75,81.76917266845703,0.3812793791294098,20.55574417114257,18.980302810668945
2012-01-12,74.71355438232422,19.38501167297364,32.15999984741211,69.814453125,101.1533203125,2139966.0,81.65325164794922,0.3858029246330261,20.632402420043945,18.8549919128418
2012-01-13,74.71355438232422,19.64521217346192,31.940000534057617,70.06535339355469,100.62999725341795,2163701.0,82.46504211425781,0.3813786804676056,20.54042053222656,19.00536155700684
2012-01-17,74.71355438232422,19.515111923217773,32.18000030517578,70.27951049804688,101.0205535888672,2111232.75,82.8470687866211,0.3916185200214386,20.663049697875977,18.93853187561035
2012-01-18,74.71355438232422,19.5584774017334,32.400001525878906,70.13871765136719,102.1374740600586,2025034.5,81.84420013427734,0.4071758091449737,20.77034568786621,18.77145195007324
2012-01-19,74.71355438232422,19.08144187927246,32.31999969482422,70.12039947509766,102.6763687133789,1983809.625,80.71855163574219,0.4153265953063965,20.839332580566406,18.67120361328125
2012-01-20,74.71355438232422,19.16817855834961,32.47999954223633,69.94294738769531,103.0590591430664,1991305.125,79.80442810058594,0.4134876728057861,20.823999404907227,18.687911987304688
2012-01-23,74.71355438232422,18.994707107543945,32.7400016784668,69.83892822265625,102.79353332519533,1991305.125,79.29959869384766,0.413438081741333,20.78568458557129,18.579307556152344
2012-01-24,74.71355438232422,19.14215660095215,32.47999954223633,70.08975982666016,102.6763687133789,2001299.5,79.44284057617188,0.4111514985561371,20.747352600097656,18.604372024536133
2012-01-25,74.71355438232422,18.734508514404297,33.400001525878906,70.32843780517578,103.53550720214844,1926343.75,79.25186920166016,0.4268586635589599,20.89297676086425,18.52083206176757
2012-01-26,74.71355438232422,18.87328147888184,33.540000915527344,70.8791275024414,103.00443267822266,1946332.25,80.30241394042969,0.422335147857666,20.823999404907227,18.504121780395508
2012-01-27,74.71355438232422,18.977357864379883,33.900001525878906,70.98313903808594,102.95758819580078,1928842.625,80.55484008789062,0.4265102744102478,20.808670043945312,18.37045860290528
2012-01-30,74.72982025146484,18.734508514404297,33.720001220703125,70.89132690429688,102.60607147216795,1923845.5,81.50312042236328,0.4272059798240661,20.70903778076172,18.437292098999023
2012-01-31,74.71355438232422,18.94266891479492,33.959999084472656,71.09937286376953,102.56705474853516,1915100.875,82.44458770751953,0.4286975860595703,20.747352600097656,18.479061126708984
2012-02-01,74.71355438232422,18.56103706359864,34.02000045776367,71.38239288330078,103.46520233154295,1870127.75,81.50017547607422,0.4392341673374176,20.93896675109864,18.39552116394043
2012-02-02,74.71355438232422,18.63042449951172,34.29999923706055,71.52973937988281,103.62923431396484,1851388.5,81.46595764160156,0.4437576830387115,20.862319946289062,18.40387725830078
2012-02-03,74.71355438232422,18.300838470458984,33.63999938964844,71.42536163330078,105.08203125,1776434.0,79.71533203125,0.461402952671051,20.99261283874512,18.40387725830078
2012-02-06,74.72982025146484,18.29216384887696,33.540000915527344,71.6095199584961,105.01168823242188,1777683.25,80.50862884521484,0.4609553813934326,20.908308029174805,18.412227630615234
2012-02-07,74.71355438232422,18.300838470458984,34.040000915527344,71.47450256347656,105.27725219726562,1765190.75,79.51017761230469,0.4629433155059814,21.03860664367676,18.28692054748535
2012-02-08,74.72982025146484,18.19675636291504,33.79999923706055,71.54814910888672,105.58967590332033,1741454.875,79.57176971435547,0.4706474840641022,20.961963653564453,18.30362701416016
2012-02-09,74.71355438232422,18.162065505981445,33.70000076293945,71.32102966308594,105.72245025634766,1701479.0,78.97681427001953,0.4810857474803924,21.02327537536621,18.31197929382324
2012-02-10,74.72982025146484,18.257471084594727,33.540000915527344,71.25349426269531,104.9414291381836,1736458.125,80.0025863647461,0.4707964360713959,20.869993209838867,18.428936004638672
2012-02-13,74.71355438232422,18.27481842041016,33.619998931884766,71.49907684326172,105.72245025634766,1687737.25,80.10516357421875,0.483471542596817,20.93896675109864,18.40387725830078
2012-02-14,74.72982025146484,18.257471084594727,33.52000045776367,71.5543212890625,105.58967590332033,1675244.5,80.52916717529297,0.4876963794231415,20.99261283874512,18.49576759338379
2012-02-15,74.71355438232422,18.136043548583984,33.7400016784668,71.45609283447266,105.09761810302734,1712722.125,80.3855209350586,0.4768103957176208,20.961963653564453,18.554244995117188
2012-02-16,74.72982025146484,18.170738220214844,33.70000076293945,71.33329010009766,106.26136016845705,1639016.5,79.74271392822266,0.4967422783374786,21.09992027282715,18.48741340637207
2012-02-17,74.71355438232422,17.979921340942383,33.599998474121094,71.2227554321289,106.54257202148438,1655256.75,79.72219848632812,0.4925176203250885,21.138242721557617,18.48741340637207
2012-02-21,74.71355438232422,18.02328872680664,34.31999969482422,71.10613250732422,106.58941650390624,1640265.75,78.84004211425781,0.4966926872730255,21.061595916748047,18.412227630615234
2012-02-22,74.71355438232422,18.10135078430176,34.68000030517578,71.54814910888672,106.24575805664062,1661502.875,79.83157348632812,0.4901316165924072,21.076923370361328,18.437292098999023
2012-02-23,74.71355438232422,18.127370834350582,34.70000076293945,71.64639282226562,106.71436309814452,1630271.5,79.83157348632812,0.4994259774684906,21.18422508239746,18.29527282714844
2012-02-24,74.72982025146484,18.08400535583496,34.560001373291016,71.70166015625,106.94869995117188,1612782.375,80.35132598876953,0.50429767370224,21.230205535888672,18.220088958740234
2012-02-27,74.71355438232422,17.997268676757812,34.459999084472656,71.96565246582031,107.12832641601562,1607785.0,81.06253051757812,0.5067331194877625,21.18422508239746,18.278564453125
2012-02-28,74.71355438232422,17.849824905395508,34.81999969482422,72.19279479980469,107.44076538085938,1559064.375,80.79586029052734,0.5218923091888428,21.26854133605957,18.19502639770508
2012-02-29,74.72982025146484,18.64777374267578,32.959999084472656,72.26034545898438,107.01898956298828,1579052.5,80.30352020263672,0.5150337815284729,21.18422508239746,18.34539604187012
2012-03-01,74.71355438232422,18.11002349853516,33.439998626708984,72.08969116210938,107.57353973388672,1539076.25,79.54747009277344,0.5275592803955078,21.230205535888672,18.34539604187012
2012-03-02,74.71355438232422,18.0493106842041,33.36000061035156,72.1143569946289,107.24547576904295,1544073.0,80.2945785522461,0.5259681940078735,21.18422508239746,18.4707088470459
2012-03-05,74.71355438232422,18.300838470458984,33.2599983215332,71.98493957519531,106.8080825805664,1590295.625,79.65711975097656,0.509565532207489,21.276195526123047,18.45400047302246
2012-03-06,74.71355438232422,18.691137313842773,32.619998931884766,71.8740463256836,105.24602508544922,1637767.25,80.62356567382812,0.4949530065059662,21.09992027282715,18.57095527648925
2012-03-07,74.71355438232422,18.60440826416016,32.84000015258789,71.84329223632812,105.98018646240234,1601539.0,80.13005828857422,0.5061861276626587,21.19188499450684,18.54589462280273
2012-03-08,74.72982025146484,18.54369163513184,33.13999938964844,71.8555908203125,107.03458404541016,1547821.25,79.328125,0.5222406983375549,21.33750915527344,18.420583724975582
2012-03-09,74.72982025146484,18.387575149536133,33.36000061035156,71.81861877441406,107.4486083984375,1530331.75,79.48577880859375,0.5285525918006897,21.39116477966309,18.59601593017578
2012-03-12,74.72982025146484,18.439611434936523,33.099998474121094,71.67695617675781,107.45637512207033,1527833.125,79.4720458984375,0.5293982028961182,21.5061264038086,18.57095527648925
2012-03-13,74.72982025146484,18.448286056518555,32.540000915527344,71.47984313964844,109.39342498779295,1440385.375,78.07386779785156,0.5592206716537476,21.498458862304688,18.629432678222656
2012-03-14,74.71355438232422,18.24879646301269,32.0,70.62967681884766,109.2762451171875,1424145.375,76.10673522949219,0.5654827356338501,21.53678321838379,18.72968292236328
2012-03-15,74.71355438232422,18.21410179138184,32.34000015258789,70.47563171386719,109.9088363647461,1414151.375,76.22325134277344,0.569806694984436,21.55977439880371,18.65449333190918
2012-03-16,74.71355438232422,18.02328872680664,32.380001068115234,70.58036804199219,110.06109619140624,1416649.75,76.37408447265625,0.5685643553733826,21.567440032958984,18.529184341430664
2012-03-19,74.72982025146484,18.36155128479004,32.41999816894531,70.48176574707031,110.4924774169922,1385418.625,75.46245574951172,0.580940842628479,21.628751754760746,18.428936004638672
2012-03-20,74.72982025146484,18.15339088439941,32.119998931884766,70.43863677978516,110.17086791992188,1377923.0,75.76405334472656,0.584121584892273,21.59043502807617,18.462352752685547
2012-03-21,74.72982025146484,18.15339088439941,32.13999938964844,70.75902557373047,109.9905014038086,1377923.0,76.62077331542969,0.5839231014251709,21.598100662231445,18.4707088470459
2012-03-22,74.72982025146484,18.266143798828125,32.02000045776367,70.6419906616211,109.1981430053711,1386668.0,76.86756896972656,0.5803939700126648,21.521455764770508,18.49576759338379
2012-03-23,74.72982025146484,18.37022590637207,32.400001525878906,70.69743347167969,109.55113220214844,1387917.25,77.59412384033203,0.5795989036560059,21.520692825317383,18.39552116394043
2012-03-26,74.72982025146484,18.24012565612793,32.97999954223633,70.8514404296875,111.08869171142578,1314211.625,77.19654083251953,0.6098690032958984,21.728504180908203,18.278564453125
2012-03-27,74.71355438232422,18.257471084594727,32.7599983215332,71.39971923828125,110.74354553222656,1309214.375,77.75173950195312,0.6122041940689087,21.73619270324707,18.34539604187012
2012-03-28,74.72982025146484,18.47430419921875,32.400001525878906,71.26422119140625,110.19445037841795,1324205.25,77.64200592041016,0.6050467491149902,21.65923118591309,18.33704376220703
2012-03-29,74.71355438232422,18.387575149536133,32.380001068115234,71.40592193603516,110.0061492919922,1340445.5,78.22461700439453,0.598834216594696,21.5899600982666,18.328689575195312
2012-03-30,74.71355438232422,18.54369163513184,32.540000915527344,71.23336029052734,110.46115112304688,1347941.0,76.90184020996094,0.5946590304374695,21.728504180908203,18.30362701416016
2012-04-02,74.69721984863281,18.36155128479004,32.68000030517578,71.41700744628906,111.26911926269533,1305466.5,77.32786560058594,0.612800657749176,21.851655960083008,18.26185417175293
2012-04-03,74.71355438232422,18.37889862060547,32.099998474121094,70.73697662353516,110.81411743164062,1306715.5,75.9878921508789,0.6128513216972351,21.743900299072266,18.39552116394043
2012-04-04,74.69721984863281,18.65644836425781,31.540000915527344,70.87300872802734,109.71590423583984,1360433.75,77.03235626220703,0.5878500938415527,21.743900299072266,18.48741340637207
2012-04-05,74.71355438232422,18.56103706359864,31.76000022888184,70.9904556274414,109.6609878540039,1334199.375,77.5889892578125,0.5985862016677856,21.728504180908203,18.54589462280273
2012-04-09,74.72982025146484,18.84725952148437,31.979999542236328,71.45405578613281,108.42937469482422,1365430.625,79.40310668945312,0.5848181247711182,21.57456398010254,18.48741340637207
2012-04-10,74.72982025146484,18.85593605041504,32.34000015258789,71.41077423095703,106.60936737060548,1429142.25,80.30339050292969,0.5565855503082275,21.31287384033203,18.512475967407227
2012-04-11,74.72982025146484,18.96868705749512,32.29999923706055,71.33665466308594,107.47230529785156,1410403.5,79.34133911132812,0.564638078212738,21.436016082763672,18.48741340637207
2012-04-12,74.71355438232422,18.96868705749512,32.63999938964844,71.36751556396484,108.8764877319336,1360433.75,79.011474609375,0.5835747122764587,21.5899600982666,18.36210250854492
2012-04-13,74.69721984863281,18.864606857299805,32.279998779296875,71.7075424194336,107.5821533203125,1422896.25,80.28963470458984,0.557182252407074,21.482202529907227,18.512475967407227
2012-04-16,74.71355438232422,18.977357864379883,32.20000076293945,71.7075424194336,107.51152801513672,1466620.125,80.17280578613281,0.5396371483802795,21.497596740722656,18.437292098999023
2012-04-17,74.71355438232422,18.81256675720215,32.13999938964844,71.80024719238281,109.10400390625,1380421.75,80.12467193603516,0.5714473724365234,21.78238105773925,18.428936004638672
2012-04-18,74.71355438232422,18.96001625061035,31.940000534057617,71.7879409790039,108.73531341552734,1390415.625,80.35832214355469,0.5672720670700073,21.766992568969727,18.428936004638672
2012-04-19,74.72982025146484,18.881956100463867,32.0,71.83729553222656,108.03712463378906,1434139.375,80.4339599609375,0.5489310622215271,21.5899600982666,18.420583724975582
2012-04-20,74.71355438232422,18.91664695739746,32.02000045776367,71.81877899169922,108.21754455566406,1451628.75,80.4476547241211,0.5430161356925964,21.790077209472656,18.32033348083496
2012-04-23,74.72982025146484,19.23756599426269,31.940000534057617,71.8311538696289,107.30757904052734,1486607.75,81.03177642822266,0.5293483734130859,21.628437042236328,18.378812789916992
2012-04-24,74.72982025146484,19.202869415283203,31.959999084472656,71.70133972167969,107.7154769897461,1512842.375,80.46138763427734,0.5200038552284241,21.65152740478516,18.328689575195312
2012-04-25,74.71355438232422,18.98603248596192,32.02000045776367,71.82500457763672,109.1902847290039,1391664.875,80.04907989501953,0.5613076686859131,21.859352111816406,18.28692054748535
2012-04-26,74.72982025146484,18.98603248596192,32.29999923706055,71.94235229492188,109.95123291015624,1366679.75,80.53010559082031,0.5713480114936829,22.051773071289062,18.26185417175293
2012-04-27,74.71355438232422,18.907974243164062,32.400001525878906,72.04754638671875,110.13162994384766,1344193.625,80.59880065917969,0.581139326095581,22.09796142578125,18.22844314575196
2012-04-30,74.72982025146484,19.0640926361084,32.459999084472656,72.00421905517578,109.7237319946289,1370427.375,80.61944580078125,0.5690613389015198,22.013288497924805,18.220088958740234
2012-05-01,74.72982025146484,18.907974243164062,32.380001068115234,71.86717224121094,110.40625,1364181.25,80.20132446289062,0.572292685508728,22.151836395263672,18.23679542541504
2012-05-02,74.72982025146484,18.91664695739746,32.2400016784668,72.10287475585938,110.07674407958984,1354187.25,80.76619720458984,0.5760699510574341,22.151836395263672,18.29527282714844
2012-05-03,74.71355438232422,19.40235710144043,31.920000076293945,72.14627075195312,109.23738098144533,1394163.375,80.7455062866211,0.558176577091217,22.07486724853516,18.31197929382324
2012-05-04,74.71355438232422,19.5584774017334,32.0,72.22689819335938,107.47230529785156,1499100.375,81.37921905517578,0.5172200798988342,21.82857131958008,18.38716697692871
2012-05-07,74.72982025146484,19.5671501159668,31.920000076293945,72.3509292602539,107.55072784423828,1495352.5,81.39299774169922,0.5179654955863953,21.851655960083008,18.412227630615234
2012-05-08,74.72982025146484,19.905414581298828,31.299999237060547,72.53083801269531,107.11927795410156,1512842.375,81.8270034790039,0.5122498869895935,21.81316947937012,18.45400047302246
2012-05-09,74.72982025146484,19.77531242370605,30.979999542236328,72.40679168701172,106.48389434814452,1520337.5,81.88211059570312,0.5094164609909058,21.72080421447754,18.529184341430664
2012-05-10,74.72982025146484,19.818679809570312,31.040000915527344,72.25792694091797,106.70352172851562,1536578.125,81.64099884033203,0.5041974186897278,21.820878982543945,18.54589462280273
2012-05-11,74.72982025146484,19.801332473754883,30.81999969482422,72.47502136230469,106.38186645507812,1536890.5,82.31605529785156,0.5037012696266174,21.83626174926757,18.579307556152344
2012-05-14,74.72982025146484,19.948780059814453,30.36000061035156,72.49359893798828,105.20516967773438,1579677.375,83.46640014648438,0.4897834956645965,21.64383316040039,18.66284942626953
2012-05-15,74.72982025146484,20.18296432495117,30.040000915527344,72.40058135986328,104.6011199951172,1594668.375,83.8039779663086,0.4855090975761413,21.628437042236328,18.813220977783203
2012-05-16,74.72982025146484,20.38245010375977,29.979999542236328,72.43782043457031,104.20106506347656,1628397.625,84.04505157470703,0.4749714732170105,21.67462730407715,18.8549919128418
2012-05-17,74.72982025146484,20.57326316833496,30.65999984741211,71.89818572998047,102.6556396484375,1731461.0,85.53296661376953,0.4457454979419708,21.34364891052246,18.838281631469727
2012-05-18,74.72982025146484,20.61663246154785,31.020000457763672,71.61907196044922,101.7770767211914,1793611.25,85.55359649658203,0.4278520941734314,21.1743278503418,18.763092041015625
2012-05-21,74.72982025146484,20.365100860595703,31.059999465942383,71.69969940185547,103.52640533447266,1648073.75,85.37448120117188,0.4638383984565735,21.37443923950196,18.70461654663086
2012-05-22,74.69721984863281,20.356430053710938,30.520000457763672,71.50745391845703,103.70681762695312,1654320.125,84.42390441894531,0.4621482491493225,21.41292953491211,18.89676094055176
2012-05-23,74.69721984863281,20.373777389526367,30.440000534057617,71.68112182617188,103.7617645263672,1642764.125,85.0093994140625,0.4647326469421386,21.482202529907227,18.963592529296875
2012-05-24,74.72982025146484,20.443164825439453,30.3799991607666,71.69348907470703,103.96570587158205,1673058.875,84.68566131591797,0.4563823342323303,21.58226203918457,19.038782119750977
2012-05-25,74.72982025146484,20.38245010375977,30.63999938964844,71.8733901977539,103.62841033935548,1683052.5,85.00251007080078,0.4537980556488037,21.55148124694824,19.063840866088867
2012-05-29,74.72982025146484,20.13092041015625,30.299999237060547,71.97883605957031,104.883544921875,1617779.125,84.74073791503906,0.4706970453262329,21.64383316040039,19.047134399414062
2012-05-30,74.72982025146484,20.46918296813965,30.5,72.04088592529297,103.36167907714844,1657130.625,86.889892578125,0.4592652916908264,21.536083221435547,19.1975040435791
2012-05-31,74.72982025146484,20.49520301818848,30.420000076293945,72.54939270019531,103.13422393798828,1679929.25,87.8956298828125,0.4527043998241424,21.536083221435547,19.20585823059082
2012-06-01,74.72982025146484,20.911527633666992,31.6200008392334,72.99500274658203,100.53759765625,1815785.25,89.98231506347656,0.4171159863471985,21.143535614013672,19.147380828857425
2012-06-04,74.72982025146484,21.11101531982422,31.559999465942383,72.4411392211914,100.49054718017578,1772998.375,89.27127075195312,0.4260627031326294,21.228191375732425,19.063840866088867
2012-06-05,74.72982025146484,20.894182205200195,31.540000915527344,72.28557586669922,101.25147247314452,1749887.375,88.07721710205078,0.4319279491901397,21.26668739318848,19.130672454833984
2012-06-06,74.71355438232422,20.781423568725582,31.559999465942383,72.073974609375,103.52640533447266,1628397.625,86.3170166015625,0.4614525139331817,21.6053524017334,18.971948623657227
2012-06-07,74.71355438232422,20.712038040161133,31.0,72.2233657836914,103.58919525146484,1647761.0,86.44813537597656,0.4562830626964569,21.620738983154297,18.99700736999512
2012-06-08,74.71355438232422,20.70336532592773,31.07999992370605,72.49091339111328,104.41285705566406,1599040.375,86.42745971679688,0.4697035849094391,21.743900299072266,19.05548667907715
2012-06-11,74.71355438232422,21.11101531982422,31.15999984741211,72.4784927368164,103.08712768554688,1674307.75,86.82087707519531,0.4472370743751526,21.61305046081543,19.080549240112305
2012-06-12,74.72982025146484,20.954893112182617,31.39999961853028,72.26689910888672,104.27164459228516,1620277.75,86.02711486816406,0.4613533318042755,21.75159454345703,19.013715744018555
